Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit, Profit % ,Cost
Consumer,Illinois,Central,Office Supplies,Paper,56.704,2,0.2,19.1376, 0.34 , 37.57 
Consumer,Illinois,Central,Technology,Phones,11.12,2,0.2,3.475, 0.31 , 7.65 
Consumer,Oregon,West,Office Supplies,Paper,32.896,4,0.2,11.1024, 0.34 , 21.79 
Consumer,Oregon,West,Office Supplies,Paper,22.776,3,0.2,7.6869, 0.34 , 15.09 
Consumer,New York,East,Technology,Phones,239.97,3,0,2.3997, 0.01 , 237.57 
Consumer,New York,East,Office Supplies,Appliances,160.32,2,0,44.8896, 0.28 , 115.43 
Consumer,New York,East,Technology,Phones,128.85,3,0,3.8655, 0.03 , 124.98 
Corporate,Alabama,South,Technology,Accessories,1319.96,4,0,527.984, 0.40 , 791.98 
Corporate,Pennsylvania,East,Furniture,Chairs,239.96,10,0.3,-10.284, (0.04), 250.24 
Corporate,Pennsylvania,East,Furniture,Furnishings,54.768,2,0.2,6.846, 0.13 , 47.92 
Corporate,Pennsylvania,East,Office Supplies,Art,13.392,3,0.2,3.1806, 0.24 , 10.21 
Corporate,Pennsylvania,East,Office Supplies,Paper,23.92,5,0.2,8.671, 0.36 , 15.25 
Corporate,Pennsylvania,East,Technology,Accessories,255.968,4,0.2,-28.7964, (0.11), 284.76 
Consumer,California,West,Office Supplies,Binders,21.552,6,0.2,7.0044, 0.33 , 14.55 
Consumer,California,West,Office Supplies,Appliances,58.24,4,0,15.7248, 0.27 , 42.52 
Home Office,California,West,Office Supplies,Paper,80.28,12,0,36.9288, 0.46 , 43.35 
Corporate,California,West,Office Supplies,Art,9.78,2,0,4.0098, 0.41 , 5.77 
Home Office,California,West,Office Supplies,Fasteners,1.81,1,0,0.6516, 0.36 , 1.16 
Home Office,New York,East,Office Supplies,Paper,37.94,2,0,18.2112, 0.48 , 19.73 
Corporate,Florida,South,Technology,Phones,79.96,5,0.2,27.986, 0.35 , 51.97 
Corporate,Texas,Central,Office Supplies,Paper,115.296,3,0.2,40.3536, 0.35 , 74.94 
Consumer,Nebraska,Central,Technology,Phones,2479.96,4,0,743.988, 0.30 ," 1,735.97 "
Consumer,Arkansas,South,Technology,Accessories,179.94,6,0,75.5748, 0.42 , 104.37 
Consumer,Arkansas,South,Technology,Accessories,26.85,3,0,5.1015, 0.19 , 21.75 
Consumer,Arkansas,South,Technology,Accessories,323.37,3,0,129.348, 0.40 , 194.02 
Consumer,Arkansas,South,Office Supplies,Paper,59.94,3,0,28.1718, 0.47 , 31.77 
Consumer,Arkansas,South,Office Supplies,Binders,64.14,3,0,30.7872, 0.48 , 33.35 
Consumer,Arkansas,South,Office Supplies,Binders,11.67,3,0,5.6016, 0.48 , 6.07 
Consumer,Arkansas,South,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
Consumer,Nebraska,Central,Office Supplies,Binders,17.43,3,0,8.0178, 0.46 , 9.41 
Consumer,Illinois,Central,Furniture,Chairs,181.986,2,0.3,-54.5958, (0.30), 236.58 
Consumer,Illinois,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268, (1.65), 4.22 
Consumer,Illinois,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137, 0.11 , 19.83 
Corporate,Arizona,West,Furniture,Tables,455.97,6,0.5,-218.8656, (0.48), 674.84 
Corporate,Arizona,West,Office Supplies,Binders,10.44,6,0.7,-7.656, (0.73), 18.10 
Corporate,Arizona,West,Office Supplies,Binders,5.214,2,0.7,-4.1712, (0.80), 9.39 
Home Office,New Hampshire,East,Office Supplies,Storage,67.4,5,0,17.524, 0.26 , 49.88 
Consumer,Utah,West,Furniture,Furnishings,25.16,2,0,10.5672, 0.42 , 14.59 
Consumer,Utah,West,Technology,Phones,126.56,4,0.2,47.46, 0.38 , 79.10 
Consumer,California,West,Office Supplies,Appliances,43.68,3,0,11.7936, 0.27 , 31.89 
Consumer,California,West,Technology,Accessories,139.93,7,0,34.9825, 0.25 , 104.95 
Corporate,Texas,Central,Office Supplies,Art,2.672,1,0.2,0.334, 0.13 , 2.34 
Corporate,Texas,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123, (0.19), 19.78 
Corporate,Texas,Central,Technology,Accessories,79.512,3,0.2,20.8719, 0.26 , 58.64 
Corporate,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008, 0.35 , 23.59 
Corporate,Texas,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987, (0.19), 80.99 
Corporate,Alabama,South,Furniture,Furnishings,10.16,2,0,3.4544, 0.34 , 6.71 
Corporate,Mississippi,South,Furniture,Furnishings,6.16,2,0,1.9712, 0.32 , 4.19 
Corporate,Mississippi,South,Office Supplies,Art,56.3,2,0,15.764, 0.28 , 40.54 
Consumer,Nevada,West,Office Supplies,Paper,6.48,1,0,3.1104, 0.48 , 3.37 
Consumer,Nevada,West,Office Supplies,Storage,1325.85,5,0,238.653, 0.18 ," 1,087.20 "
Consumer,Nevada,West,Office Supplies,Labels,14.94,3,0,6.8724, 0.46 , 8.07 
Corporate,Georgia,South,Office Supplies,Binders,34.54,1,0,17.27, 0.50 , 17.27 
Corporate,Georgia,South,Technology,Copiers,2999.95,5,0,1439.976, 0.48 ," 1,559.97 "
Corporate,Georgia,South,Office Supplies,Binders,64.12,4,0,30.7776, 0.48 , 33.34 
Home Office,Illinois,Central,Office Supplies,Art,19.456,4,0.2,2.1888, 0.11 , 17.27 
Home Office,Illinois,Central,Technology,Machines,209.986,2,0.3,8.9994, 0.04 , 200.99 
Home Office,Illinois,Central,Office Supplies,Art,29.76,5,0.2,1.86, 0.06 , 27.90 
Home Office,Illinois,Central,Furniture,Chairs,89.768,1,0.3,-2.5648, (0.03), 92.33 
Home Office,Illinois,Central,Technology,Copiers,959.984,2,0.2,335.9944, 0.35 , 623.99 
Home Office,Illinois,Central,Office Supplies,Paper,15.552,3,0.2,5.6376, 0.36 , 9.91 
Home Office,Illinois,Central,Technology,Phones,34.36,1,0.2,-7.3015, (0.21), 41.66 
Corporate,Ohio,East,Office Supplies,Paper,98.376,3,0.2,35.6613, 0.36 , 62.71 
Corporate,Ohio,East,Office Supplies,Binders,29.94,4,0.7,-23.952, (0.80), 53.89 
Corporate,Ohio,East,Office Supplies,Paper,17.472,3,0.2,5.6784, 0.33 , 11.79 
Corporate,Ohio,East,Technology,Phones,36.738,1,0.4,-9.1845, (0.25), 45.92 
Corporate,Ohio,East,Technology,Phones,179.94,2,0.4,-44.985, (0.25), 224.93 
Consumer,California,West,Furniture,Furnishings,383.64,6,0,122.7648, 0.32 , 260.88 
Consumer,California,West,Office Supplies,Appliances,56.52,3,0,15.8256, 0.28 , 40.69 
Consumer,California,West,Office Supplies,Art,6.56,2,0,1.9024, 0.29 , 4.66 
Consumer,California,West,Furniture,Chairs,243.92,5,0.2,-15.245, (0.06), 259.17 
Consumer,California,West,Office Supplies,Paper,47.52,9,0,22.8096, 0.48 , 24.71 
Home Office,Maryland,East,Furniture,Furnishings,19.98,1,0,8.5914, 0.43 , 11.39 
Home Office,New York,East,Office Supplies,Art,8,5,0,3.44, 0.43 , 4.56 
Consumer,California,West,Furniture,Furnishings,6.16,2,0,1.9712, 0.32 , 4.19 
Home Office,New York,East,Office Supplies,Storage,83.56,4,0,1.6712, 0.02 , 81.89 
Home Office,New York,East,Technology,Phones,546.06,3,0,163.818, 0.30 , 382.24 
Home Office,New York,East,Office Supplies,Storage,269.49,3,0,5.3898, 0.02 , 264.10 
Consumer,California,West,Office Supplies,Fasteners,10.9,5,0,3.597, 0.33 , 7.30 
Home Office,Montana,West,Office Supplies,Binders,6.096,2,0.2,2.2098, 0.36 , 3.89 
Consumer,California,West,Office Supplies,Storage,34.05,3,0,9.534, 0.28 , 24.52 
Consumer,California,West,Office Supplies,Storage,352.38,2,0,81.0474, 0.23 , 271.33 
Corporate,New Jersey,East,Furniture,Chairs,245.98,2,0,27.0578, 0.11 , 218.92 
Corporate,New Jersey,East,Office Supplies,Binders,18.94,1,0,9.47, 0.50 , 9.47 
Consumer,Ohio,East,Office Supplies,Binders,59.913,7,0.7,-45.9333, (0.77), 105.85 
Corporate,Massachusetts,East,Technology,Phones,391.98,2,0,109.7544, 0.28 , 282.23 
Corporate,Massachusetts,East,Technology,Phones,437.85,3,0,131.355, 0.30 , 306.50 
Consumer,New Hampshire,East,Office Supplies,Binders,68.62,2,0,32.2514, 0.47 , 36.37 
Consumer,Maryland,East,Office Supplies,Supplies,25.02,3,0,6.5052, 0.26 , 18.51 
Consumer,Maryland,East,Office Supplies,Art,10.71,3,0,2.7846, 0.26 , 7.93 
Consumer,Ohio,East,Office Supplies,Art,55.984,2,0.2,4.1988, 0.08 , 51.79 
Consumer,Ohio,East,Office Supplies,Envelopes,14.48,5,0.2,4.887, 0.34 , 9.59 
Consumer,Ohio,East,Technology,Accessories,142.488,3,0.2,-3.5622, (0.03), 146.05 
Corporate,Texas,Central,Office Supplies,Storage,14.16,1,0.2,1.062, 0.08 , 13.10 
Corporate,Texas,Central,Office Supplies,Paper,79.92,5,0.2,27.972, 0.35 , 51.95 
Corporate,New York,East,Office Supplies,Binders,590.352,6,0.2,206.6232, 0.35 , 383.73 
Corporate,North Carolina,South,Furniture,Furnishings,17.088,2,0.2,1.068, 0.06 , 16.02 
Corporate,North Carolina,South,Furniture,Chairs,98.392,1,0.2,-11.0691, (0.11), 109.46 
Consumer,New York,East,Office Supplies,Art,11.05,5,0,2.9835, 0.27 , 8.07 
Consumer,California,West,Office Supplies,Appliances,7.78,2,0,2.0228, 0.26 , 5.76 
Consumer,Louisiana,South,Technology,Accessories,659.9,2,0,217.767, 0.33 , 442.13 
Consumer,Ohio,East,Technology,Accessories,53.04,3,0.2,-4.641, (0.09), 57.68 
Corporate,Washington,West,Technology,Accessories,843.9,2,0,371.316, 0.44 , 472.58 
Corporate,Washington,West,Technology,Accessories,1496.16,9,0,224.424, 0.15 ," 1,271.74 "
Consumer,New York,East,Office Supplies,Storage,117.96,2,0,5.898, 0.05 , 112.06 
Corporate,New York,East,Office Supplies,Art,21.3,5,0,8.733, 0.41 , 12.57 
Corporate,New York,East,Office Supplies,Appliances,1040.8,5,0,281.016, 0.27 , 759.78 
Corporate,New York,East,Office Supplies,Art,29.34,6,0,7.9218, 0.27 , 21.42 
Corporate,Tennessee,South,Furniture,Furnishings,19.52,2,0.2,5.368, 0.28 , 14.15 
Consumer,California,West,Office Supplies,Storage,443.92,4,0,8.8784, 0.02 , 435.04 
Corporate,Wisconsin,Central,Technology,Accessories,499.95,5,0,174.9825, 0.35 , 324.97 
Corporate,Wisconsin,Central,Office Supplies,Art,3.04,1,0,1.0336, 0.34 , 2.01 
Corporate,Wisconsin,Central,Furniture,Chairs,201.96,2,0,50.49, 0.25 , 151.47 
Corporate,Wisconsin,Central,Furniture,Furnishings,68.64,11,0,17.16, 0.25 , 51.48 
Corporate,California,West,Technology,Accessories,100,4,0,21, 0.21 , 79.00 
Corporate,California,West,Technology,Accessories,359.98,2,0,21.5988, 0.06 , 338.38 
Home Office,Washington,West,Furniture,Furnishings,6.16,2,0,2.9568, 0.48 , 3.20 
Home Office,Washington,West,Furniture,Tables,2348.82,9,0,399.2994, 0.17 ," 1,949.52 "
Corporate,Florida,South,Office Supplies,Labels,13.872,6,0.2,4.6818, 0.34 , 9.19 
Corporate,Florida,South,Furniture,Chairs,273.552,3,0.2,-13.6776, (0.05), 287.23 
Home Office,Pennsylvania,East,Furniture,Tables,815.292,9,0.4,-339.705, (0.42)," 1,155.00 "
Consumer,Virginia,South,Technology,Accessories,234.45,3,0,103.158, 0.44 , 131.29 
Consumer,Virginia,South,Furniture,Tables,1256.22,6,0,75.3732, 0.06 ," 1,180.85 "
Consumer,Virginia,South,Office Supplies,Binders,17.46,2,0,8.2062, 0.47 , 9.25 
Home Office,New York,East,Office Supplies,Binders,10.528,7,0.2,3.6848, 0.35 , 6.84 
Home Office,Michigan,Central,Office Supplies,Binders,152.8,5,0,76.4, 0.50 , 76.40 
Home Office,California,West,Office Supplies,Binders,82.56,5,0.2,28.896, 0.35 , 53.66 
Home Office,California,West,Technology,Accessories,284.97,3,0,85.491, 0.30 , 199.48 
Corporate,Michigan,Central,Furniture,Furnishings,60.84,3,0,23.1192, 0.38 , 37.72 
Consumer,California,West,Furniture,Chairs,1325.76,6,0.2,149.148, 0.11 ," 1,176.61 "
Consumer,California,West,Furniture,Chairs,572.16,3,0.2,35.76, 0.06 , 536.40 
Home Office,Ohio,East,Office Supplies,Paper,28.8,9,0.2,10.08, 0.35 , 18.72 
Home Office,Connecticut,East,Office Supplies,Art,11.12,4,0,2.8912, 0.26 , 8.23 
Home Office,Georgia,South,Furniture,Furnishings,7.04,4,0,3.0976, 0.44 , 3.94 
Corporate,Georgia,South,Office Supplies,Envelopes,17.94,3,0,8.7906, 0.49 , 9.15 
Home Office,Washington,West,Office Supplies,Binders,34.76,5,0.2,11.297, 0.33 , 23.46 
Corporate,New Jersey,East,Furniture,Furnishings,74.45,5,0,20.1015, 0.27 , 54.35 
Corporate,Virginia,South,Furniture,Furnishings,192.22,14,0,69.1992, 0.36 , 123.02 
Consumer,Utah,West,Office Supplies,Paper,19.44,3,0,9.3312, 0.48 , 10.11 
Corporate,California,West,Office Supplies,Paper,32.4,5,0,15.552, 0.48 , 16.85 
Corporate,California,West,Office Supplies,Envelopes,57.9,5,0,28.95, 0.50 , 28.95 
Corporate,California,West,Office Supplies,Storage,10.56,2,0,0, -   , 10.56 
Corporate,California,West,Furniture,Bookcases,1194.165,5,0.15,210.735, 0.18 , 983.43 
Corporate,New York,East,Office Supplies,Paper,40.99,1,0,20.0851, 0.49 , 20.90 
Corporate,California,West,Office Supplies,Art,2.94,1,0,0.7938, 0.27 , 2.15 
Home Office,Oregon,West,Office Supplies,Binders,45.24,4,0.7,-30.16, (0.67), 75.40 
Home Office,Oregon,West,Office Supplies,Art,18.688,4,0.2,2.336, 0.13 , 16.35 
Home Office,Oregon,West,Office Supplies,Paper,11.648,2,0.2,3.7856, 0.33 , 7.86 
Home Office,Oregon,West,Technology,Accessories,112.776,3,0.2,-8.4582, (0.08), 121.23 
Home Office,Oregon,West,Furniture,Tables,377.45,5,0.5,-264.215, (0.70), 641.67 
Home Office,Oregon,West,Office Supplies,Labels,15.936,4,0.2,5.1792, 0.33 , 10.76 
Home Office,Oregon,West,Technology,Phones,28.68,3,0.2,-7.17, (0.25), 35.85 
Home Office,Colorado,West,Furniture,Furnishings,21.44,2,0.2,7.504, 0.35 , 13.94 
Home Office,Colorado,West,Office Supplies,Storage,511.056,9,0.2,-95.823, (0.19), 606.88 
Corporate,Ohio,East,Office Supplies,Art,18.656,2,0.2,1.3992, 0.08 , 17.26 
Corporate,Ohio,East,Office Supplies,Binders,11.088,7,0.7,-8.1312, (0.73), 19.22 
Corporate,Ohio,East,Office Supplies,Storage,66.688,1,0.2,4.168, 0.06 , 62.52 
Corporate,Ohio,East,Office Supplies,Storage,99.488,2,0.2,8.7052, 0.09 , 90.78 
Consumer,Washington,West,Office Supplies,Labels,14.62,2,0,6.8714, 0.47 , 7.75 
Consumer,Washington,West,Office Supplies,Binders,53.984,14,0.2,17.5448, 0.33 , 36.44 
Consumer,Washington,West,Technology,Accessories,389.97,3,0,132.5898, 0.34 , 257.38 
Consumer,Idaho,West,Furniture,Furnishings,355.36,4,0,92.3936, 0.26 , 262.97 
Consumer,Idaho,West,Technology,Phones,140.376,3,0.2,8.7735, 0.06 , 131.60 
Corporate,Texas,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544, 0.35 , 10.30 
Corporate,Texas,Central,Office Supplies,Paper,8.448,2,0.2,2.64, 0.31 , 5.81 
Consumer,Washington,West,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
Corporate,Washington,West,Technology,Phones,57.408,6,0.2,5.7408, 0.10 , 51.67 
Corporate,Washington,West,Technology,Accessories,27.6,4,0,2.208, 0.08 , 25.39 
Consumer,Illinois,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688, (1.30), 89.64 
Home Office,Michigan,Central,Office Supplies,Fasteners,20.44,7,0,9.198, 0.45 , 11.24 
Home Office,Michigan,Central,Office Supplies,Paper,109.92,2,0,53.8608, 0.49 , 56.06 
Consumer,Oklahoma,Central,Office Supplies,Binders,6.38,1,0,2.9348, 0.46 , 3.45 
Consumer,Oklahoma,Central,Office Supplies,Paper,6.48,1,0,3.1104, 0.48 , 3.37 
Consumer,Georgia,South,Office Supplies,Paper,15.84,3,0,7.128, 0.45 , 8.71 
Consumer,Georgia,South,Technology,Phones,1049.93,7,0,293.9804, 0.28 , 755.95 
Consumer,Georgia,South,Office Supplies,Appliances,154.9,5,0,40.274, 0.26 , 114.63 
Consumer,Washington,West,Office Supplies,Binders,98.352,3,0.2,35.6526, 0.36 , 62.70 
Consumer,Florida,South,Office Supplies,Fasteners,14.32,5,0.2,5.191, 0.36 , 9.13 
Consumer,Florida,South,Furniture,Furnishings,129.888,6,0.2,12.9888, 0.10 , 116.90 
Consumer,Florida,South,Office Supplies,Envelopes,48.944,7,0.2,16.5186, 0.34 , 32.43 
Home Office,Texas,Central,Furniture,Chairs,275.058,3,0.3,-90.3762, (0.33), 365.43 
Corporate,Maryland,East,Office Supplies,Art,27.36,9,0,9.3024, 0.34 , 18.06 
Corporate,Maryland,East,Office Supplies,Paper,44.75,5,0,20.585, 0.46 , 24.17 
Corporate,Maryland,East,Technology,Phones,134.99,1,0,36.4473, 0.27 , 98.54 
Corporate,Maryland,East,Office Supplies,Paper,26.4,5,0,12.672, 0.48 , 13.73 
Corporate,Maryland,East,Furniture,Chairs,542.94,3,0,141.1644, 0.26 , 401.78 
Consumer,California,West,Furniture,Tables,71.088,2,0.2,-1.7772, (0.03), 72.87 
Home Office,Illinois,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638, (1.55), 69.86 
Home Office,Illinois,Central,Office Supplies,Binders,13.456,1,0.8,-23.548, (1.75), 37.00 
Consumer,Texas,Central,Office Supplies,Labels,11.84,1,0.2,4.44, 0.38 , 7.40 
Consumer,California,West,Office Supplies,Paper,35.88,6,0,17.5812, 0.49 , 18.30 
Home Office,Ohio,East,Office Supplies,Envelopes,40.752,3,0.2,15.282, 0.38 , 25.47 
Home Office,Ohio,East,Technology,Accessories,139.96,5,0.2,-22.7435, (0.16), 162.70 
Consumer,Ohio,East,Office Supplies,Art,2.624,1,0.2,0.2952, 0.11 , 2.33 
Consumer,Ohio,East,Furniture,Tables,136.53,1,0.4,-52.3365, (0.38), 188.87 
Consumer,Ohio,East,Technology,Accessories,263.96,1,0.2,42.8935, 0.16 , 221.07 
Consumer,Connecticut,East,Office Supplies,Supplies,11.64,3,0,3.3756, 0.29 , 8.26 
Corporate,New York,East,Office Supplies,Binders,40.176,3,0.2,14.5638, 0.36 , 25.61 
Consumer,New York,East,Furniture,Furnishings,79.44,3,0,30.1872, 0.38 , 49.25 
Consumer,New York,East,Office Supplies,Supplies,357.93,3,0,7.1586, 0.02 , 350.77 
Consumer,New York,East,Furniture,Chairs,127.764,2,0.1,21.294, 0.17 , 106.47 
Consumer,New York,East,Technology,Copiers,2799.944,7,0.2,1014.9797, 0.36 ," 1,784.96 "
Consumer,New York,East,Office Supplies,Paper,19.44,3,0,9.3312, 0.48 , 10.11 
Consumer,Illinois,Central,Technology,Phones,36.792,1,0.2,4.1391, 0.11 , 32.65 
Home Office,New York,East,Technology,Phones,5.94,3,0,1.6038, 0.27 , 4.34 
Consumer,Virginia,South,Office Supplies,Storage,177.55,5,0,47.9385, 0.27 , 129.61 
Corporate,Michigan,Central,Technology,Accessories,619.95,5,0,111.591, 0.18 , 508.36 
Corporate,Michigan,Central,Technology,Phones,29.16,3,0,8.4564, 0.29 , 20.70 
Corporate,Michigan,Central,Office Supplies,Envelopes,57.96,7,0,27.2412, 0.47 , 30.72 
Corporate,Michigan,Central,Office Supplies,Appliances,29.403,3,0.1,5.2272, 0.18 , 24.18 
Consumer,Indiana,Central,Office Supplies,Storage,81.4,5,0,21.164, 0.26 , 60.24 
Corporate,Oregon,West,Office Supplies,Fasteners,8.72,5,0.2,2.289, 0.26 , 6.43 
Corporate,Oregon,West,Technology,Accessories,91.176,3,0.2,4.5588, 0.05 , 86.62 
Corporate,Oregon,West,Technology,Accessories,159.968,4,0.2,29.994, 0.19 , 129.97 
Corporate,California,West,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
Corporate,Illinois,Central,Office Supplies,Storage,331.536,3,0.2,-82.884, (0.25), 414.42 
Corporate,New York,East,Technology,Accessories,899.91,9,0,395.9604, 0.44 , 503.95 
Corporate,Texas,Central,Technology,Phones,946.344,7,0.2,118.293, 0.13 , 828.05 
Consumer,Wisconsin,Central,Technology,Accessories,178.11,3,0,32.0598, 0.18 , 146.05 
Consumer,Wisconsin,Central,Office Supplies,Appliances,1089.75,3,0,305.13, 0.28 , 784.62 
Consumer,Wisconsin,Central,Office Supplies,Labels,61.06,2,0,28.0876, 0.46 , 32.97 
Consumer,Wisconsin,Central,Furniture,Bookcases,459.92,4,0,41.3928, 0.09 , 418.53 
Consumer,Wisconsin,Central,Office Supplies,Paper,27.52,4,0,12.6592, 0.46 , 14.86 
Corporate,Connecticut,East,Furniture,Bookcases,638.82,9,0,185.2578, 0.29 , 453.56 
Corporate,Connecticut,East,Office Supplies,Supplies,30.69,3,0,7.9794, 0.26 , 22.71 
Corporate,Connecticut,East,Furniture,Furnishings,25.16,2,0,8.5544, 0.34 , 16.61 
Consumer,New York,East,Office Supplies,Binders,13.92,3,0.2,4.872, 0.35 , 9.05 
Consumer,California,West,Office Supplies,Paper,19.36,2,0,9.2928, 0.48 , 10.07 
Consumer,California,West,Furniture,Furnishings,19.3,2,0,5.79, 0.30 , 13.51 
Consumer,California,West,Office Supplies,Binders,38.376,3,0.2,13.4316, 0.35 , 24.94 
Corporate,California,West,Office Supplies,Paper,12.96,2,0,6.3504, 0.49 , 6.61 
Corporate,California,West,Furniture,Furnishings,26.48,1,0,10.0624, 0.38 , 16.42 
Corporate,California,West,Technology,Machines,532.72,2,0.2,53.272, 0.10 , 479.45 
Corporate,California,West,Office Supplies,Paper,26.72,4,0,12.8256, 0.48 , 13.89 
Corporate,California,West,Office Supplies,Paper,20.04,3,0,9.6192, 0.48 , 10.42 
Corporate,California,West,Office Supplies,Storage,795.48,7,0,7.9548, 0.01 , 787.53 
Corporate,California,West,Furniture,Furnishings,21.56,7,0,6.8992, 0.32 , 14.66 
Consumer,North Carolina,South,Technology,Phones,249.584,2,0.2,31.198, 0.13 , 218.39 
Consumer,North Carolina,South,Technology,Accessories,68.112,3,0.2,17.8794, 0.26 , 50.23 
Consumer,North Carolina,South,Technology,Accessories,16.56,3,0.2,-2.484, (0.15), 19.04 
Consumer,New York,East,Technology,Phones,74.95,5,0,36.7255, 0.49 , 38.22 
Consumer,Illinois,Central,Furniture,Tables,355.455,3,0.5,-184.8366, (0.52), 540.29 
Consumer,California,West,Office Supplies,Labels,44.4,3,0,22.2, 0.50 , 22.20 
Consumer,California,West,Office Supplies,Labels,20.65,5,0,9.499, 0.46 , 11.15 
Consumer,Kentucky,South,Furniture,Chairs,866.4,4,0,225.264, 0.26 , 641.14 
Consumer,Virginia,South,Office Supplies,Art,5.56,2,0,1.4456, 0.26 , 4.11 
Consumer,Texas,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532, (2.70), 11.69 
Consumer,Texas,Central,Technology,Copiers,1999.96,5,0.2,624.9875, 0.31 ," 1,374.97 "
Consumer,North Carolina,South,Furniture,Furnishings,46.152,3,0.2,12.1149, 0.26 , 34.04 
Consumer,Florida,South,Technology,Machines,32.985,3,0.5,-1.9791, (0.06), 34.96 
Home Office,California,West,Office Supplies,Storage,481.32,4,0,125.1432, 0.26 , 356.18 
Home Office,California,West,Office Supplies,Binders,6.384,1,0.2,2.1546, 0.34 , 4.23 
Consumer,California,West,Office Supplies,Appliances,542.94,3,0,152.0232, 0.28 , 390.92 
Consumer,California,West,Furniture,Furnishings,54.92,4,0,19.7712, 0.36 , 35.15 
Corporate,New York,East,Furniture,Chairs,1448.82,10,0.1,209.274, 0.14 ," 1,239.55 "
Consumer,Washington,West,Office Supplies,Storage,353.88,6,0,17.694, 0.05 , 336.19 
Consumer,California,West,Technology,Phones,333.576,3,0.2,25.0182, 0.08 , 308.56 
Home Office,Texas,Central,Office Supplies,Labels,60.144,6,0.2,20.2986, 0.34 , 39.85 
Corporate,Texas,Central,Technology,Accessories,85.2,6,0.2,20.235, 0.24 , 64.97 
Consumer,Massachusetts,East,Office Supplies,Labels,3.15,1,0,1.512, 0.48 , 1.64 
Consumer,Massachusetts,East,Office Supplies,Paper,22.72,4,0,10.224, 0.45 , 12.50 
Corporate,California,West,Furniture,Furnishings,14.91,3,0,4.6221, 0.31 , 10.29 
Corporate,California,West,Office Supplies,Appliances,1158.12,4,0,335.8548, 0.29 , 822.27 
Corporate,Missouri,Central,Technology,Copiers,599.99,1,0,233.9961, 0.39 , 365.99 
Consumer,Texas,Central,Office Supplies,Storage,23.968,2,0.2,2.3968, 0.10 , 21.57 
Consumer,California,West,Furniture,Chairs,638.288,7,0.2,-31.9144, (0.05), 670.20 
Consumer,California,West,Office Supplies,Binders,13.208,1,0.2,4.6228, 0.35 , 8.59 
Consumer,New York,East,Office Supplies,Binders,15.528,3,0.2,5.823, 0.38 , 9.71 
Consumer,California,West,Office Supplies,Paper,104.85,1,0,50.328, 0.48 , 54.52 
Consumer,California,West,Office Supplies,Art,30.48,3,0,7.9248, 0.26 , 22.56 
Consumer,California,West,Furniture,Chairs,112.648,1,0.2,11.2648, 0.10 , 101.38 
Consumer,California,West,Technology,Machines,71.976,3,0.2,24.2919, 0.34 , 47.68 
Consumer,California,West,Office Supplies,Art,2.21,1,0,0.5967, 0.27 , 1.61 
Consumer,California,West,Office Supplies,Envelopes,15.52,4,0,7.4496, 0.48 , 8.07 
Consumer,California,West,Office Supplies,Paper,36.44,4,0,16.398, 0.45 , 20.04 
Consumer,Oregon,West,Furniture,Bookcases,217.764,6,0.7,-384.7164, (1.77), 602.48 
Consumer,Oregon,West,Office Supplies,Supplies,39.072,6,0.2,4.3956, 0.11 , 34.68 
Consumer,Oregon,West,Office Supplies,Binders,22.638,7,0.7,-16.6012, (0.73), 39.24 
Consumer,Oregon,West,Office Supplies,Art,95.144,7,0.2,10.7037, 0.11 , 84.44 
Corporate,Florida,South,Furniture,Furnishings,12.32,5,0.2,1.848, 0.15 , 10.47 
Corporate,Florida,South,Office Supplies,Binders,4.419,3,0.7,-3.0933, (0.70), 7.51 
Consumer,California,West,Office Supplies,Fasteners,35,7,0,16.8, 0.48 , 18.20 
Consumer,California,West,Furniture,Chairs,72.784,1,0.2,0, -   , 72.78 
Consumer,California,West,Office Supplies,Appliances,97.84,2,0,25.4384, 0.26 , 72.40 
Consumer,California,West,Furniture,Furnishings,51.75,1,0,15.525, 0.30 , 36.23 
Consumer,California,West,Office Supplies,Binders,46.672,2,0.2,16.3352, 0.35 , 30.34 
Consumer,New York,East,Office Supplies,Storage,1395.54,9,0,362.8404, 0.26 ," 1,032.70 "
Consumer,New York,East,Furniture,Furnishings,117.36,4,0,36.3816, 0.31 , 80.98 
Consumer,New York,East,Office Supplies,Labels,18.9,3,0,8.694, 0.46 , 10.21 
Consumer,New York,East,Office Supplies,Paper,77.52,2,0,37.9848, 0.49 , 39.54 
Consumer,Illinois,Central,Furniture,Chairs,421.372,2,0.3,-6.0196, (0.01), 427.39 
Consumer,Texas,Central,Technology,Phones,575.968,4,0.2,43.1976, 0.08 , 532.77 
Consumer,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288, 0.35 , 6.74 
